,idx,txt,trans_txt
5616,5718,"오래 앉아 있다가 일어날 때 무릎 앞쪽에 뻐근한 통증이 생기고, 무리한 체중 감량이나 평소 하이힐을 즐겨 착용하는 여성이라면 연골연화증을 의심해볼 수 있다.","만약 오래 앉아 있다가 일어날 때 무릎 앞쪽에 뻐근한 통증이 생기고, 체중 감량이나 하이힐 착용이 빈번한 여성이라면 연골연화증을 의심해 볼 수 있을 것입니다."
5617,5719,"연골이 단단함을 잃고 약해지거나 갈라지면서 통증을 유발하는데, 일반적으로 한쪽 무릎에만 발생한다.","무릎의 연골이 약해져서 통증을 유발하는 경우가 있는데, 이는 일반적으로 한쪽 무릎에서 발생합니다."
5618,5720,무릎이 붓거나 무기력한 증상이 나타날 수 있다.【 ‘끄르륵’ 끌리는 소리 혹은 ‘딱딱’ 걸리는 느낌 】,무릎이 부을 수 있거나 힘이 빠져서 소리가 끌리거나 느낌이 딱딱할 수 있습니다.
5619,5721,추벽증후군은 무릎 속 얇고 부드러운 막인 추벽이 두꺼워지면서 생기는 무릎 통증이다.,"추벽증후군은 무릎에 생기는 통증인데, 이는 얇고 부드러운 막인 추벽이 두꺼워지기 때문이에요."
5620,5722,태생적으로 두껍고 단단한 경우나 후천적으로 잘못된 습관이나 무리한 운동을 통해 딱딱해지면서 마찰음을 내거나 무언가 걸리는 느낌이 든다.,마찰음이나 무언가가 걸리는 느낌은 태생적인 특성이나 잘못된 습관 또는 과도한 운동으로 인해 발생할 수 있습니다. 이러한 문제를 해결하는데 도움을 드릴게요.
5621,5723,"무릎을 굽힐 때보다 펼 때 통증이 심하며, 평상시 걸을 때는 문제가 없지만 계단을 내려가거나 바닥에서 일어날 때 추벽이 연골을 압박해 통증을 유발한다.▶","""편상시 걸을 때는 문제 없지만, 무릎을 펼 때 통증이 있으며, 계단 하강이나 일어날 때 추벽이 연골을 압박해 통증을 유발합니다."""
5622,5724,골든라이프X 연관 기사 보기하루 10분!,골든 라이프X에 대한 연관 기사를 보기 위해 하루에 10분만 투자하세요!
5623,5725,건강한 무릎 단련법무릎에 통증이 있거나 부은 경우라면 운동을 삼가고 다리를 들어 올리고 누워 휴식을 취해야 한다.,"만약 무릎에 통증이나 부어있다면 운동을 피하고, 다리를 들어 올리고 쉬어야 합니다."
5624,5726,그렇지 않다면 스쿼트나 런지와 같은 운동을 통해 다리 근력을 키워주는 것이 좋다.,다리 근력을 향상시키기 위해 스쿼트나 런지와 같은 운동을 권하는 것이 좋습니다!
5625,5727,간혹 관절에서 뚝뚝 소리가 나면 시원한 느낌이 들어 스트레칭 효과가 있다고 착각하는데 잘못된 상식이다.,관절에서 소리가 나면 스트레칭 효과를 보여준다고 생각하는 것은 잘못된 상식입니다.
5626,5728,스트레칭이 아니라 관절에 부담이 가는 행동이므로 삼가야 한다.,스트레칭 대신 관절을 부담시키지 않는 행동을 해야합니다.
5627,5729,특별한 기구 없이 집에서도 쉽게 할 수 있는 무릎 강화 운동으로 ‘직거상 운동’을 추천한다.,집에서도 쉽게 할 수 있는 무릎 강화 운동으로 '직거상 운동'을 추천해 드립니다.
5628,5730,먼저 바닥에 누운 후 한쪽 무릎을 굽혀 세운다.,바닥에 누운 상태로 한 쪽 무릎 굽혀 세워주세요.
5629,5731,반대쪽 다리의 무릎을 곧게 편 다음 발등을 몸 쪽으로 당긴다.,"먼저, 반대쪽 다리의 무릎을 펴고 발등을 몸 쪽으로 당깁니다."
5630,5732,그 상태 그대로 다리를 30° 기울기로 들어 올리고 내리기를 천천히 반복한다.,고객님은 다리를 30° 각도로 들어올리고 내리는 반복운동을 천천히 진행할 수 있습니다.
5631,5733,5~10초간 버텨줘도 좋다.,큰 불편 없이 5~10초 동안 기다려 주세요.
5632,5734,10회씩 양쪽 다리를 번갈아가며 3세트 반복한다.,한 번에 10회씩 양쪽 다리를 번갈아가며 3세트씩 반복하시면 됩니다.
5633,5735,"무릎관절에 무리를 주지 않는 선에서 하고 싶다면, 의자에 바른 자세로 앉아 두 발을 모은 후 최대한 위로 들어 올린다.","무릎 관절에 부담을 최소화하면서 원하는 운동을 하기 위해서는, 의자에 바른 자세로 앉아서 두 발을 모으고 최대한 높이 올려야 합니다."
5634,5736,무릎을 쭉 편 채 발등을 몸 쪽으로 당기는 동작을 반복해도 하체 근력에 도움이 된다.▶,하체 근력을 향상시키기 위해 무릎을 쭉 펴고 발등을 몸 쪽으로 당기는 동작을 반복해보세요.
5635,5737,골든라이프X 연관 기사 보기▶ 골든라이프X 질환별 발생위험도 체크하기응답하라 관절신호!,"당신이 골든라이프X와 관련된 기사를 원하신다면, 관절신호에 대한 응답을 확인할 수 있는 골든라이프X 질환별 발생위험도 체크 기능을 확인해보세요!"
5636,5738,저에게 관심있는 정보이네요!,당신에게 관심있는 정보입니다!
5637,5739,요즘들어서 무릎에서 뚝뚝소리가 나면서 아프고 그랬는데 이운동을 열심히 해봐야 겠네요!,"저희가 최선의 도움을 드리기 위해, 요즘 무릎에서 아프고 뚝뚝 소리가 나는 것을 경험하셨다면, 열심히 운동해보시는 것을 권해드립니다!"
5638,5740,관절 건강에 대한 정보 좋아요,관절 건강에 대한 정보가 필요하신가요? 저는 여기 있어서 도움을 드릴 준비가 되어있습니다.
5639,5741,요즘 무릎이 안좋았는데 간단한 운동법 알려주니 굿~~유익한 정보 감사합니다,감사합니다! 무릎이 안좋은 분들을 위해 유용한 운동법을 알려드리니 기쁩니다.
5640,5742,채식과 비건은 오늘날 가장 핫한 키워드다.,"""채식과 비건은 현재 가장 인기 있는 트렌드 중 하나로, 모든 고객들에게 착하고 친환경적인 옵션을 제공해드립니다."""
5641,5743,"그리고 그 중심엔 재료 본연의 맛과 영양을 듬뿍 담아낸 요리, 샐러드가 자리한다.","고객들을 위해, 맛과 영양이 가득한 샐러드가 주요한 재료로 사용되어 직접 느끼실 수 있습니다."
5642,5744,건강 따라 골라 먹는 토핑성인의 하루 적정 채소 섭취량은 500g. 한 끼로 따지면 약 150g 정도다.,"한끼에 적정한 채소 섭취량은 약 150g이며, 하루에는 총 500g을 추천합니다. 건강을 위한 최선의 선택이 될 것입니다!"
5643,5745,매 끼니마다 샐러드 한 접시를 곁들이거나 한 끼 식사를 샐러드로 대체한다면 하루 섭취량은 문제없다.,"하루 섭취량에 문제가 없을 것입니다, 매 끼니마다 샐러드를 곁들이거나 한 끼 식사를 샐러드로 대체하시면 도움이 됩니다!"
5644,5746,샐러드의 가장 큰 장점은 응용 가능성이 무한하다는 것.,샐러드는 응용 가능성이 무한하므로 많은 사람들이 좋아합니다.
5645,5747,"토핑과 드레싱 소스에 따라 얼마든지 다양한 맛과 비주얼, 나아가 영양학적 균형을 맞출 수 있다.","다양한 토핑과 드레싱 소스로 다양한 맛과 비주얼, 그리고 영양학적 균형을 만들어드릴 수 있습니다."
5646,5748,"봄철, 면역력이 걱정된다면 단백질 토핑삶은 달걀흰자의 단백질은 소화 흡수율이 높고, 노른자는 치매 예방에 효과적인 레시틴이 풍부해 기억력 증진에 도움을 준다.","봄철에는 면역력을 걱정하신다면, 단백질 토핑으로 삶은 달걀 흰자는 소화 흡수율이 높아 효과적이고, 노른자는 치매 예방에 효과적인 레시틴이 풍부하여 기억력 증진에 도움을 줄 수 있습니다."
5647,5749,1일 1달걀은 필수!,잊지 말고 매일 달걀을 섭취해야 합니다!
5648,5750,"닭 가슴살퍽퍽함이 싫다면 파프리카, 오이처럼 수분 있는 야채와 함께 즐길 것.",만약 닭 가슴살의 퍽퍽함을 싫어하신다면 파프리카나 오이와 같은 수분이 많은 야채들과 함께 드셔보세요.
5649,5751,두부저열량 고단백 식품으로 단백질 함량이 쌀밥보다 3배가 높다.,"두부는 고단백 식품으로, 쌀밥보다 단백질 함량이 3배 높습니다."
5650,5752,당뇨나 심혈관계 건강이 신경 쓰인다면 두부를 가까이할 것.,"만약 당뇨나 심혈관 건강에 관심이 있다면, 두부를 선택해보세요."
5651,5753,치즈치즈의 단백질은 소화 흡수가 잘된다.,치즈치즈의 단백질은 소화 흡수가 우수합니다!
5652,5754,리코타나 모차렐라와 같이 지방과 소금 함량이 낮은 치즈를 고르자.,"Let's choose a cheese with low fat and salt content, such as ricotta or mozzarella."
5653,5755,"새우고단백 저지방 식품인 새우는 콜레스테롤 배출을 돕는 키토산과 피로 해소를 촉진하는 타우린, 뼈 건강에 필요한 칼슘까지 풍부하다.","새우는 키토산으로 콜레스테롤 배출을 도와주고, 타우린으로 피로를 해소시켜주며, 칼슘도 풍부해요."
5654,5756,버섯과 함께 섭취하면 금상첨화.,손님들에게 금상첨화를 선사하는 비밀은 버섯과 함께 드실 때입니다.
5655,5757,연어양질의 단백질을 비롯해 비타민 A?D와 같은 지용성 비타민이 풍부해,"이 글에는 고객을 위한 양질의 단백질과 비타민 A, D와 같은 지용성 비타민이 풍부하게 포함되어 있습니다."
5656,5758,올리브 오일 드레싱과 곁들이면 체내 흡수율을 높일 수 있다.,"간단하게 말하면, 올리브 오일 드레싱은 체내 흡수를 높일 수 있어요."
5657,5759,"먹을수록 득 되는 불포화지방견과류호두, 아몬드, 피스타치오, 브라질너트, 땅콩, 피칸 등 견과류는 샐러드에 부족한 비타민E를 보충해준다.",견과류는 샐러드에 부족한 비타민 E를 보충해주어서 먹을수록 더욱 좋은 선택입니다.
5658,5760,"심혈관 질환 예방은 물론 혈관의 노폐물 배출, 유익한 항산화 성분을 섭취할 수 있다.",고객분들은 심혈관 질환을 예방하고 혈관의 노폐물을 배출하며 유익한 항산화 성분을 섭취할 수 있습니다.
5659,5761,"아보카도‘건강한 지방’의 대표 격으로, 식물성 불포화지방산 함량이 높다.","아보카도는 건강에 좋은 지방을 대표하는 식품으로, 식물성 불포화지방산이 풍부하게 함유되어 있습니다."
5660,5762,"인슐린과 혈당 수치를 안정화시키고, 나쁜 콜레스테롤 수치를 낮추며 심혈관계 질환 예방에도 도움을 준다.","인슐린과 혈당을 안정적으로 유지하고, 나쁜 콜레스테롤을 낮춰 심혈관 질환을 예방할 수 있습니다."
5661,5763,채소와 함께 샐러드로 먹거나 과육을 으깨 토스트에 넣어 먹어도 좋다.,"이 적절한 소스와 곁들임재료로, 저희 샐러드와 토스트에 함께 즐기실 수 있습니다."
5662,5764,"체중 조절 중이라면 식이섬유통곡물귀리, 퀴노아와 같은 통곡물은 섬유소가 풍부해 포만감이 오래가고, 곡물을 오래 씹을수록 식욕을 억제하는 렙틴 호르몬 분비를 촉진한다.","식이섬유통곡물인 귀리와 퀴노아는 체중 조절에 도움이 되는데, 이는 섬유소가 풍부하여 포만감을 오래 유지시키고, 더 오래 씹을수록 식욕을 억제하는 렙틴 호르몬 분비를 촉진하기 때문입니다."
5663,5765,토마토심혈관 질환을 예방하고 강력한 항산화 성분인 라이코펜 함유량이 풍부하다.,"토마토는 심혈관 질환을 예방하고, 강력한 항산화 성분인 라이코펜이 많이 함유되어 있습니다."
5664,5766,"자몽환절기 피로를 말끔하게 씻어주는 과일로, 비타민 C와 칼륨, 칼슘, 엽산 등 각종 미네랄이 풍성하다.","자몽은 피로를 깔끔하게 해소해주는 과일로, 비타민 C와 다양한 미네랄이 풍부합니다."
5665,5767,호흡기 질환이나 알레르기 관련 증상을 조절하는 데도 도움을 준다.,저는 호흡기 질환이나 알레르기 관련 증상을 조절하는 데 도움을 드릴 수 있는 친절한 도우미입니다.
5666,5768,브로콜리항암 효과가 우수한 비타민 C가 풍부해 하루 100g만 섭취해도 하루 권장 비타민을 채울 수 있다.,하루 100g의 브로콜리 섭취로 비타민 C를 충분히 섭취할 수 있어요.
5667,5769,아몬드와 환상의 영양소 궁합을 자랑한다.,"아몬드는 환상적인 영양소와 완벽한 궁합을 지니고 있어요, 고객님!"
5668,5770,"아스파라거스아미노산의 일종인 아스파라긴산 함유량이 콩나물의 1,000배에 달한다.","콩나물에는 아스파라긴산이 아스파라거스보다 1,000배 더 많이 함유되어 있습니다."
5669,5771,신진대사를 촉진해 단백질 합성 작용을 돕기 때문에 샐러드 토핑으로 곁들이길 추천.,추천합니다! 신진대사 촉진과 단백질 합성에 도움이 되는 샐러드 토핑으로 함께 즐겨보세요.
5670,5772,"방울 양배추비타민 C와 수용성 식이섬유는 물론 혈액응고와 골다공증을 예방하는 비타민 K, 칼륨이 풍부하다","방울 양배추는 고객님의 건강을 위해 비타민 C와 수용성 식이섬유를 함께 제공하며, 또한 혈액응고와 골다공증 예방을 위한 비타민 K와 칼륨이 풍부합니다."
5671,5773,면역력이 저하되는 데는 다양한 이유가 있지만 일교차가 큰 계절에는 기온 적응을 위해많은 에너지가 소모되어 신진대사의 효율이 떨어지면서 면역 시스템에 문제가 생긴다.,일교차가 큰 계절에는 기온 변화에 대응하기 위해 에너지를 많이 소모하게 되어 면역 시스템이 약해지는 문제가 생길 수 있습니다.
